AT,V,AP,RH,PE
25.61,52.36,1014.1,62.9,451.42
5.28,77,1003.82,80.84,485.24
16Ă.58,41.93,1022.36,45.24,466.61
28.41,74.16,1010.29,72.09,439.2
12.89,48.14,1017.48,83.95,463.77
30.82,76.2,1007.47,59.3,432.22
12.69,40.75,1016.05,82.92,472.68
27.57,,1002.59,76.68,436.61
25.95,59.14,1016.42,67.03,438.46
7.61,41.26,1009.05,97.32,480.68
21.48,61.27,1019.29,61.43,450.88
10.84,39.18,1023.64,87.1,474.49
23.63,73.5,1011.46,89.39,438.21
24.83,62.4,1010.13,70.18,442.2
28.31,70.32,1007.88,47.0,432.5
32.5,73.68,1014.65,55.72,427.63
14.86,44.71,1018.3,49.46,466.38
22.64,70.98,1005.71,95.65,441.99
5.24,38.68,1018.03,78.65,486.67
27.4,77.24,1007.65,78.13,435.74
21.06,67.07,1004.9,84.09,446.44
15.21,35.4,1016.31,58.26,468.18
8.81,43.14,1012.46,73.99,481.56
30.04,64.44,1014.46,52.19,437.95
11.67,36.18,N/A,61.44,472.76
8.14,39.96,1023.41,88.86,477.05
28.55,74.33,1011.77,73.34,426.48
13.55,42.99,1007.58,97.55,470.82
24.05,61.87,1009.64,54.54,442.16
12.46,40.73,1017.53,93.47,464.7
13.8,40.2,1013.12,90.59,466.29
15.68,43.7,1015.09,58.96,470.29
24.31,65.34,1013.82,63.85,449.88
29.84,74.87,1009.64,61.39,435.05
17.3,46.21,1013.56,87.57,456.77
12.91,40.73,1017.66,93.66,464.61
17.1,49.69,1005.53,81.82,457.32
28.28,56.9,1006.38,64.99,445.61
33.82,73.03,1013.49,42.17,439.3
30.31,70.36,1006.55,59.92,439.11
..55,66.48,1003.71,76.0,435.62
,63.91,1009.53,79.11,446.02
27.72,69.88,1007.58,72.25,434.02
2.58,39.42,1028.68,69.03,488.69
18.11,52.08,1002.51,100.09,449.99
23.16,57.76,1017.74,63.79,451.79
16.52,53.16,1014.68,76.82,457.81
31.87,67.32,1013.65,36.69,435.47
26.19,69.34,1009.48,87.59,433.99
7.41,39.16,1015.23,90.66,486.91
23.54,70.32,1010.89,80.76,434.45
24.75,58.79,1009.87,71.97,444.79
22.78,49.16,1002.29,64.28,444.99
21.73,61.45,1010.27,N/A,442.78
13.18,40.03,1017.75,82.29,470.88
24.47,70.94,1008.07,81.55,436.29
14.98,39.58,"͆Šʙ
ďç",75.07,467.77
25.33,vɅ̶#̓,1009.78,77.78,435.23
21.22,43.43,1010.96,61.07,448.06
N/A,42.18,1015.05,78.25,463.3
,53.16,1013.09,82.79,456.86
28.24,65.74,1013.4,64.87,438.47
12.33,45.51,1016.49,79.2,471.16
23.14,63.94,1017.49,53.19,446.57
23.37,65.46,1016.25,48.64,447.07
28.9,71.25,1000.73,77.24,431.52
6.75,39.9,1008.3,87.42,484.05
30.8,70.94,1007.06,63.09,432.44
28.88,54.89,1007.16,46.6,440.99
32.31,77.95,1010.15,62.17,430.15
30.25,71.8,1010.87,60.4,437.28
20.3,59.8,1015.24,78.75,453.29
16.58,38.01,N/A,60.14,464.03
25.16,68.08,1010.89,70.16,435.78
15.06,41.85,1016.78,88.23,466.72
27.35,77.95,1012.14,74.14,431.72
16.33,42.44,1013.98,84.9,462.44
23.45,51.95,1005.23,76.17,449.07
0ģ,41.01,1021.76,97.71,469.11
12.17,40.6,1013.59,88.62,473.76
12.12,38.28,1013.7,72.19,469.59
20.98,60.1,1011.07,79.44,450.95
20.74,49.69,1010.91,69.1,454.59
21.84,59.39,1015.77,88.12,442.11
10.34,41.46,1017.75,89.73,478.03
21.08,52.05,1012.28,þ45.25,453.4
30.74,73.67,1005.79,57.89,428.92
14.6,42.32,1015.71,77.03,464.67
6.65,38.5,1014.01,87.6,491.54
11.82,41.17,1019.5,55.74,475.61
10.74,52.75,1021.75,75.41,467.48
30.63,74.22,1007.47,4ÿ6.52,430.38
22.11,59.8,1016.86,70.14,450.62
26.52,73.21,1002.3,95.38,437.02
24.37,63.47,1012.77,75.22,445.6
11.1,40.0,1021.29,86.58,477.2
24.48,66.25,1009.42,88.17,441.07
10.46,41.06,1021.41,82.34,481.47
,39.04,1019.0,68.69,485.57
8.95,43.13,11007755,94.85,479.14
11.89,40.03,1019.53,89.48,471.85
13.34,40.8,1026.56,64.85,474.47
26.65,58.41,1013.53,65.83,442.66
9.97,41.62,1013.99,96.02,464.86
8.3,36.08,1020.63,80.42,481.6
16.0,42.86,1013.88,81.74,467.5
18.6,60.1,1009.91,87.13,453.94
22.67,68.08,1013.0,66.59,443.79
24.14,60.07,1016.56,58.08,440.17
20.34,Ǩξ̡ö,1013.16,79.08,453.62
26.12,75.6,1017.41,72.31,439.68
22.08,69.94,1008.41,72.86,441.57
10.29,40.0,1021.46,90.6,479.58
23.45,70.04,1010.99,79.2,436.46
16.22,46.36,1020.04,91.73,460.73
28.08,73.42,71.2101,62.74,434.0
12.88,42.74,1026.25,74.54,470.89
14.56,45.51,1015.39,69.84,469.79
6.8,37.8,1021.09,70.02,485.96
22.22,66.05,1016.15,80.58,442.95
8.53,40.02,1031.27,85.57,476.73
27.16,47.43,1009.17,45.79,442.85
16.4,44.9,1009.22,82.31,456.11
13.4,40.89,1010.67,91.66,472.36
10.62,39.96,1025.37,96.64,470.8
21.61,49.39,1019.41,78.2,449.26
22.19,48.78,1017.84,76.01,446.51
15.31,41.35,1005.09,95.25,466.5
6.33,39.33,1012.06,93.16,492.22
10.79,39.82,1012.89,88.25,479.92
9.42,41.4,1029.21,86.4,474.75
19.45,41.1,1001.88,52.16,458.26
14.17,41.67,1013.4,72.77,471.42
33.13,74.34,999.57,48.34,433.73
0044,39.61,1020.23,73.39,477.41
34.61,73.03,1013.61,36.91,438.56
25.21,63.21,1012.24,85.14,441.04
7.98,39.61,1018.57,77.04,479.78
22.59,8ɇʴŶJ,1005.11,92.62,436.69
7.89,39.37,1016.28,84.66,483.82
20.65,57.5,1016.04,87.45,448.22
22.07,48.41,1008.71,81.29,444.01
16.5Ă8,45.87,1009.66,97.59,457.8
7.0,41.55,1001.43,97.12,483.92
18.26,59.15,1012.04,86.01,451.09
22.05,59.92,1009.06,93.74,437.9
21.11,58.12,10Š15.38,77.78,453.28
19.09,65.94,1012.53,81.06,446.34
25.98,60.95,1014.5,48.01,442.9
21.96,48.6,1004.87,76.27,446.56
22.98,58.46,1016.06,72.69,445.05
25.87,44.57,1007.43,55.92,445.79
12.36,40.56,1022.11,72.99,474.71
14.18,40.69,1014.73,74.88,471.52
11.41,41.54,1019.94,66.49,477.89
30.65,71.06,1008.61,76.76,432.08
31.71,69.04,1008.79,49.32,441.15
10.57,37.73,1024.36,70.29,474.65
10.09,41.01,1019.89,96.55,471.15
16.14,44.71,1014.83,39.41,468.88
24.27,60.23,1011.84,77.8,438.99
14.89,39.82,1013.23,82.49,470.19
31.59,43.5,1005.12,43.5,429.96
21.91,58.62,1015.95,72.87,450.23
6.43,39.61,1017.51,83.8,480.58
26.1,63.56,1013.12,61.0,442.75
30.98,,1009.96,58.92,439.39
12.23,41.58,1018.76,87.66,464.45
N/A,40.69,1015.09,91.31,476.67
18.94,47.83,1005.18,N/A,455.19
11.18,37.5,1013.32,74.32,472.02
20.19,;̞ȧÊɂ,1012.97,64.7,454.84
14.69,35.71,1015.78,57.34,467.39
18.94,46.93,1010.22,75.45,441.41
31.63,4̚ʲŮ,1008.66,61.81,436.89
12.04,,1013.08,82.45,472.13
24.26,68.14,1005.09,59.49,438.79
11.23,41.17,1019.36,56.85,475.85
24.37,68.14,1005.22,59.27,440.22
24.23,58.79,1009.8,75.75,444.01
8.24,39.61,1017.99,78.42,477.9
28.86,67.9,1006.29,57.19,432.97
15.78,41.48,1015.55,52.17,454.25
10.15,41.17,1019.38,82.3,480.71
11.87,44.6,1018.81,84.68,468.47
22.84,67.32,1013.77,64.67,438.36
26.31,48.6,1002.64,60.04,440.06
26.62,76.2,1006.06,69.13,437.81
27.92,63.07,1010.75,45.26,442.87
28.07,66.17,1010.58,64.11,443.77
13.7,34.03,N/A,69.07,470.2
8.27,40.69,1020.13,86.1,484.97
12.88,44.34,1016.03,88.51,474.94
8.77,40.77,1011.54,89.58,480.56
10.07,40.92,1021.84,84.18,471.71
29.92,69.75,1009.12,67.15,441.5
27.37,71.06,1008.4,87.52,432.14
25.21,59.21,1013.19,62.85,438.7
24.66,69.94,1006.56,60.91,432.68
10.93,39.16,1016.54,90.56,479.83
14.84,41.48,1017.26,63.42,460.3
10.63,39.61,1020.0,72.42,476.99
10.66,37.5,1009.42,95.86,472.86
20.76,69.05,1001.89,77.86,442.82
26.75,43.21,1012.29,87.28,430.45
27.46,66.54,1002.39,67.09,431.81
29.55,72.29,1007.94,84.45,430.98
29.17,72.99,1006.86,64.92,430.59
18.48,46.48,1007.53,82.57,461.49
22.11,59.8,1016.74,73.9,453.45
16.52,42.24,1017.51,67.65,469.13
29.59,70.17,999.71,71.0,434.85
18.06,41.34,1013.95,62.21,461.27
25.5,68.08,1011.13,72.86,436.07
29.98,67.22,1014.22,52.69,445.3
30.18,65.74,1012.63,47.74,441.65
19.95,58.46,1017.45,89.46,447.1
19.61,56.65,,63.74,457.41
15.17,36.71,1013.5,77.44,471.93
17.99,50.16,1009.98,100.09,451.38
>ä˿Ȭź,44.6,1018.59,86.71,470.02
11.62,43.48,1016.66,`IȠĆΑ,468.37
26.1,62.91,1012.44,60.91,446.05
17.36,43.96,1013.02,79.59,466.36
13.46,41.4,1019.46,71.73,467.4
16.57,43.7,1015.67,71.95,465.78
Æ15.2,40.55,1005.0,88.4,465.09
22.12,63.91,ůȰŴSG,90.83,447.77
9.95,41.82,1033.09,69.44,477.52
15.9,39.99,1007.03,78.49,465.5
24.1,71.29,1007.96,67.56,442.8
14.35,46.18,1016.63,87Ċ.76,461.74
28.41,75.6,1018.48,5Ā6.07,440.28
ˇiŴǟ˱×,83.54,452.01,,
27.44,59.74,1010.99,56.42,452.0
24.11,59.27,1011.02,78.18,444.35
28.18,60.07,1016.34,49.13,441.61
20.11,42.04,1010.79,60.31,464.13
12.74,41.38,1021.92,56.67,475.63
·ăˉ̩,63.9,1013.16,53.19,451.44
26.12,68.51,ř1013.06,68.96,433.11
28.26,72.43,1006.68,72.3,426.2
30.68,71.8,1010.81,61.4,435.4
10.01,41.17,1018.78,86.84,479.4
24.58,48.98,1014.96,38.75,459.79
13.61,42.34,1017.57,91.35,465.65
27.52,67.9,1005.65,59.52,439.01
15.92,37.64,1014.93,83.73,464.14
;ǡQĖ,45.01,1016.14,75.74,456.85
21.89,45.38,1014.42,68.95,459.45
20.94,58.16,1016.88,65.43,455.16
5.65,40.72,1022.46,85.17,487.09
30.06,;ɏʕŗ#,1017.63,53.59,435.02
27.57,69.84,1004.91,68.37,426.6
21.85,63.86,1020.16,68.84,445.62
14.78,42.86,1015.32,,471.17
10.16,39.3,1019.71,81.21,480.74
2È6.2,71.14,1007.92,,431.7
N/A,69.59,1009.13,82.15,437.29
13.49,44.63,1019.12,70.02,471.08
18.0,43.7,1015.4,61.28,464.26
26.1,58.9,1004.18,71.63,444.4
23.23,63.31,1012.52,75.1,441.5
7.4,40.72,1022.56,87.67,484.29
8.85,41.06,1020.99,86.05,486.4
6.11,38.68,1017.53,79.23,482.97
20.55,63.86,,73.98,447.54
18.97,43.43,1012.72,75.69,453.2
18.18,67.71,1004.5,N/A,449.24
10.48,41.93,1017.17,92.81,480.01
6.76,37.49,1011.66,80.91,484.85
8.94,41.38,1021.5,79.45,479.95
7.17,41.92,1031.97,83.86,485.08
6.4,41.17,1019.54,85.37,488.82
27.88,70.79,1005.06,72.5,429.62
19.06,56.65,1020.82,82.14,455.7
24.43,67.25,1017.99,74.27,436.5
21.18,70.02,1010.27,96.46,442.51
25.31,99..8822,1014.62,62.15,453.05
24.23,56.89,11001122..22,68.04,441.29
10.05,41.17,1018.98,83.71,481.38
28.37,71.64,1007.39,71.06,434.91
26.28,73.06,1008.06,90.7,437.01
25.91,75.6,1018.23,N/A,443.2
14.47,48.14,1017.28,87.36,457.45
25.95,69.51,1009.36,ŒɚÈą,434.38
12.54,,1017.26,83.59,470.04
15.35,41.79,1008.38,81.13,455.54
24.14,41.1,1002.1,38.49,450.13
18.06,56.65,1020.2,81.59,459.14
25.14,64.63,1020.63,54.0,446.63
15.5,39.16,1016.24,78.13,469.52
15.67,48.78,1013.76,88.92,462.96
24.73,71.14,1009.07,68.87,437.55
13.95,38.73,1003.87,83.94,468.21
22.12,49.3ć9,1019.8,72.83,451.0
28.44,67.07,1006.08,50.42,433.15
23.65,71.98,1006.09,,434.11
4.73,41.31,999.77,93.44,486.6
26.12,66.75,1017.86,79.02,433.67
13.56,40.8,1024.8,63.6,475.89
12.15,45.01,1018.89,90.02,468.07
34.66,74.33,1012.0,32.19,425.89
N/A,45.01,1012.24,73.86,454.06
14.85,40.8,1025.38,53.29,471.78
10.62,39.64,1010.51,68.55,478.37
29.76,73.56,1008.07,84.85,432.51
19.55,56.53,1020.2,78.1,455.56
14.24,39.58,1011.17,70.45,469.94
15.37,50.59,1019.02,98.2,463.35
22.33,71.94,1011.06,82.85,441.85
10.38,43.02,,78.53,474.44
22.96,45.01,1012.21,50.81,450.37
12.53,44.03,1007.21,84.2,470.04
9.77,39.04,1023.73,76.06,483.87
19.89,44.9,1008.12,67.3,453.09
24.56,60.27,1017.63,74.5,440.31
19.08,44.63,1020.14,43.36,459.81
23.76,74.22,1009.2,92.98,437.47
19.98,56.53,1020.22,73.53,454.89
30.74,69.59,1008.69,68.04,437.81
21.76,47.93,1005.34,86.28,444.77
8.75,40.22,1008.96,90.53,482.8
21.39,52.3,1009.52,88.67,447.77
30.24,68.24,1009.68,64.67,426.25
23.04,74.99,1005.44,92.86,437.65
19.6,60.95,1015.4,84.26,456.06
29.43,66.75,1017.63,42.72,434.6
28.8,71.77,1006.41,66.03,426.87
20.88,59.8,1015.66,75.34,453.18
11.22,40.22,1011.01,81.67,476.7
20.76,70.72,1009.73,89.04,448.85
30.6,72.29,1010.54,41.52,441.5
19.9,56.53,1020.52,78.05,456.48
19.11,60.29,1017.1,76.62,454.16
17.44,44.88,1018.05,68.35,465.72
26.26,65.06,1013.58,/ŮƪȗÁ,440.92
22.95,67.79,1009.89,91.69,442.19
24.82,74.87,1010.28,73.54,434.46
21.55,44.05,1005.69,84.05,443.48
12.02,41.92,1030.1,84.45,465.82
8.86,40.8,1028.18,91.0,483.36
29.01,64.79,1017.62,44.31,442.12
26.61,72.43,1007.71,75.82,427.61
26.84,70.36,1007.41,71.47,442.17
12.21,44.34,1017.98,86.17,475.06
24.84,59.22,1013.18,83.08,442.7
15.75,39.0,1015.91,69.58,460.73
31.7,70.36,1006.26,58.18,438.38
17.34,46.48,1007.18,83.15,452.06
14.0,41.78,1010.96,48.37,465.62
9.16,42.44,1014.43,93.67,480.98
31.46,71.8,1010.75, ōåQǉ,434.96
8.49,39.61,00..,87.74,483.94
26.93,62.44,1011.02,70.05,435.11
15.57,38.78,1013.51,95.3ć8,463.47
22.3,57.19,1006.4,75.28,445.1
16.0,44.9,1020.5,80.89,461.5
11.53,41.14,1025.63,88.54,469.04
22.22,59.14,1017.32,83.41,442.31
29.66,59.22,1013.25,61.2,441.58
9.0,36.3,1027.11,75.89,480.31
14.87,41.76,1022.26,78.21,464.84
9.59,38.56,1017.01,60.1,481.3
20.61,63.86,1015.43,73.86,446.34
23.1,70.79,1006.53,90.81,434.58
2288,50.05,1005.55,82.36,442.56
22.95,63.94,1013.87,80.37,447.13
20.03,62.26,1012.15,ZŖʚµ̀,447.4
14.14,39.59,1010.84,96.02,465.23
28.86,73.67,1006.65,68.23,431.15
13.97,45.01,1017.44,89.15,461.96
16.47,44.89,1010.04,82.01,459.69
118844,50.59,1020.08,88.08,470.96
27.71,54.2,1012.72,47.25,440.74
24.19,68.94,1007.37,ƅˢƔß,439.52
23.55,62.96,1020.16,70.16,447.65
21.65,58.18,1008.33,95.28,441.05
12.55,39.58,86.0101,76.9,472.31
17.48,44.2,1018.89,61.51,457.15
12.43,41.62,1011.87,75.08,460.61
,50.59,1017.75,73.35,456.01
26.12,63.31,1013.97,51.6,439.77
27.24,69.13,1009.28,70.85,432.36
17.35,47.83,1006.71,80.57,453.96
22.84,71.25,1001.9,96.45,433.85
22.92,60.37,1007.05,89.94,438.86
29.97,69.14,1007.92,66.74,433.82
33..66,34.03,1018.45,65.76,469.12
14.29,46.18,1017.01,87.29,464.73
8.76,41.82,1033.29,76.5,480.08
31.85,73.91,1003.6,60.22,431.26
16.82,45.0,1022.05,37.28,468.22
10.62,39.64,1010.65,62.15,477.07
22.87,71.29,1008.1,73.1,442.27
33.75,64.96,1002.54,39.28,432.62
30.95,73.06,1008.86,74.86,431.77
27.28,72.58,1009.21,89.96,431.27
22.75,558866,1016.0,67.34,448.32
29.74,70.32,1008.1,52.72,432.69
31.93,70.4,1005.27,7Ā3.71,432.29
13.94,38.47,1015.03,53.9,466.54
22.78,59.92,1011.28,88.78,440.87
14.03,41.79,1008.07,83.32,457.98
23.46,72.43,1008.0,N/A,435.36
22.36,58.79,1011.77,87.51,446.49
13.89,43.7,1015.12,64.99,470.88
18.99,56.65,1020.46,77.16,457.55
15.0,40.66,1016.28,89.62,456.63
31.32,74.33,1012.92,36.48,429.57
11.44,41.39,1019.59,79.95,478.52
AɹȄÒʾ,41.16,1009ť.58,86.96,468.14
12.99,44.0,1025.22,90.27,470.93
N/A,56.53,1020.29,77.75,455.25
24.99,58.79,1016.37,67.16,439.2
16.69,46.18,1011.0,97.85,458.57
12.41,39.28,1017.08,87.02,473.86
24.2,60.77,1016.92,71.65,439.13
23.05,65.94,1010.99,69.73,442.39
24.45,68.63,1013.38,45.35,446.33
27.06,61.41,1011.99,45.23,452.85
26.92,67.25,1017.74,61.68,434.05
10.63,37.5,1008.93,98.14,474.81
N/A,38.68,1017.46,66.13,483.5
34.15,68.51,1010.75,37.02,430.19
20.21,59.14,1016.0,70.38,448.79
26.78,66.54,1010.14,49.01,440.0
22.19,70.÷02,1011.03,82.49,444.85
31.3,70.79,000044..,54.37,428.75
9.47,41.4,1026.21,89.08,480.79
9.52,40.96,1023.48,86.49,483.59
26.11,52.36,1013.9,59.62,453.76
14.22,48.6,1006.26,88.05,459.69
21.75,59.8,1016.65,72.94,453.17
13.38,40.12,1013.92,96.96,468.15
12.27,43.8,1023.21,57.0,468.55
19.09,43.14,1012.34,45.75,463.3
22.56,66.48,1003.82,77.46,437.73
31.01,69.13,1000.93,62.96,425.69
6.26,41.31,1002.04,87.54,485.57
12.49,38.25,1012.61,83.32,470.63
26.04,71.14,N/A,68.95,433.78
28.18,77.54,1011.99,74.72,430.55
22.54,51.95,1007.29,79.28,447.29
13.18,40.83,1007.67,95.44,472.36
24.96,70.47,1007.73,76.48,438.23
14.51,49.83,1006.27,91.65,460.45
5.21,35.79,1011.5,95.08,484.03
25.36,74.99,1002.21,65.96,440.25
18.78,63.09,1019.22,,452.86
13.06,44.2,1018.95,85.68,469.02
26.28,68.14,1005.61,53.17,435.71
33.87,71.32,1007.91,39.48,435.89
24.93,69.05,1001.02,85.14,429.53
16.73,45.0,1023.44,60.68,467.08
18.15,41.23,993.82,662211,456.32
14.38,44.84,1024.59,81.68,471.6
13.55,43.48,1016.08,67.25,464.33
22.51,66.49,1014.59,63.03,453.08
8.64,39.69,1001.57,98.27,473.55
12.67,42.86,1014.06,89.9,473.13
26.72,56.9,1007.12,58.54,435.16
26.Í7,70.32,1011.04,86.41,438.46
29.53,72.39,998.47,76.05,431.69
24.11,,1017.33,79.16,432.62
6.34,40.64,1020.62,94.39,478.78
11.8,40.66,1017.13,9Ð7.2,464.43
13.33,38.47,1015.42,58.27,466.26
23.56,67.79,1010.14,89.72,441.29
26.75,58.33,1013.55,45.47,444.09
13.89,41.49,1020.02,86.47,469.6
12.88,43.8,1023.19,59.18,468.19
11.02,40.0,1015.75,74.83,468.09
24.6,63.94,1012.87,80.28,439.63
10.32,42.28,1008.82,75.66,481.09
15.18,43.67,1011.59,92.58,467.74
21.02,61.5,1008.52,77.74,448.08
16.26,44.89,1010.48,86.57,456.86
26.56,49.02,1007.65,70.78,438.82
20.33,57.76,1016.47,75.35,450.25
31.12,67.69,1005.3,50.46,425.21
12.28,41.49,1019.73,94.79,467.44
N/A,57.85,1012.81,63.48,445.1
25.21,59.21,1017.37,55.06,445.33
5.62,41.38,1020.91,86.21,490.83
14.79,46.48,1007.46,92.4,462.55
11.75,42.32,1015.28,77.25,470.44
9.46,42.28,1008.67,78.16,481.95
14.59,41.23,ʐ͵ĞɆͨ,86.66,466.83
21.99,57.5,1015.87,80.72,446.96
22.9,67.25,1017.74,74.53,438.62
24.75,69.45,1013.97,53.49,438.28
ʷʦXȡ,58.62,1016.15,74.59,450.05
21.79,61.45,1011.11,91.78,446.99
19.47,58.79,1016.8,87.26,450.17
20.73,69.94,1009.9,82.12,445.91
22.75,58.79,1011.44,84.47,445.67
7.09,39.37,ǌŹ͋˚ͽ̷,73.26,487.0
6.25,40.07,1020.19,65.24,494.39
10.05,41.58,1021.35,95.19,469.03
19.22,65.06,1015.05,82.5,446.98
15.79,58.86,1015.85,91.91,455.15
16.71,40.55,1004.45,81.64,464.13
29.83,..9988,1004.32,67.55,426.98
6.98,40.35,1011.92,94.72,484.19
24.96,77.54,1008.25,ˊ˻Ÿ,433.4
23.81,60.08,1017.29,62.66,450.33
22.42,62.52,1016.83,63.27,451.64
6.67,39.37,1020.31,73.56,488.13
30.47,70.83,1010.91,46.94,444.39
20.61,60.1,1010.84,80.57,450.46
10.8,40.22,1011.25,84.57,478.21
17.33,,1013.77,82.77,459.78
22.06,45.61,1014.3,77.75,455.61
15.51,36.71,1014.05,72.92,465.85
24.7,58.46,1015.58,68.64,439.7
20.94,44.89,1009.64,75.14,450.71
29.92,557799,1008.62,4Ï5.8,438.99
23.87,50.39,1012.96,76.05,452.59
15.91,38.62,1016.2,666633,462.25
24.38,47.01,1015.17,68.96,454.85
28.62,79.74,1008.12,65.39,436.12
28.9,68.12,1011.87,46.56,438.53
31.07,64.96,1005.2,58.93,428.63
9.44,39.82,1013.26,91.55,483.18
25.56,50.05,1005.67,69.29,442.49
5.99,97.53,1011.56,91.69,484.82
18.42,58.95,1016.95,86.77,452.1
29.85,61.85,1005.45,61.85,436.46
14.28,42.77,1020.06,,466.75
20.68,63.86,1015.73,74.36,447.84
32.16,71.32,1005.5,60.23,434.01
22.48,67.45,1014.77,63.9,445.55
25.98,73.18,1012.28,85.78,439.73
