frequency,angle,chord_length,velocity,thickness,sound_pressure_level
6300.0,4.2,0.0508,39.6,0.00152689,125.71700000000001
6300.0,0.0,0.0508,55.5,0.00076193,132.796
800.0,3.3,0.1016,55.5,0.002211,129.119
315.0,2.0,0.2286,31.7,0.00372371,120.147
3150.0,0.0,0.0508,39.6,0.000791822,135.938
800.0,19.7,0.0508,71.3,0.034118300000000004,124.555
800.0,15.6,0.1016,71.3,0.0437259,124.18799999999999
200.0,8.9,0.1016,39.6,0.012459600000000001,133.42
2000.0,8.9,0.1016,71.3,0.0103088,124.23299999999999
200.0,22.2,0.0254,39.6,0.022902799999999997,116.066
1250.0,6.7,0.1016,39.6,0.00578076,132.395
200.0,7.3,0.2286,55.5,0.011170600000000001,135.234
10000.0,0.0,0.1016,31.7,0.00150092,115.89299999999999
1000.0,7.3,0.2286,39.6,0.0123481,122.539
2500.0,15.6,0.1016,71.3,0.0437259,118.99799999999999
1000.0,0.0,0.1524,71.3,0.0015988,127.307
2000.0,15.4,0.0508,31.7,0.028985300000000002,120.835
4000.0,15.4,0.0508,55.5,0.0271925,120.92
5000.0,3.3,0.1016,39.6,0.00245138,122.37100000000001
1600.0,6.7,0.1016,31.7,0.00592927,124.346
2500.0,15.4,0.0508,39.6,0.0282593,122.413
630.0,5.4,0.1524,39.6,0.00485029,132.357
5000.0,12.3,0.1016,71.3,0.033779199999999995,116.10799999999999
400.0,8.4,0.0508,39.6,0.00566229,120.015
6300.0,3.3,0.1016,31.7,0.00251435,120.70200000000001
5000.0,0.0,0.2286,39.6,0.00253511,122.175
250.0,5.3,0.2286,39.6,0.00614329,127.01100000000001
1250.0,17.4,0.0254,71.3,0.016104,126.35600000000001
250.0,15.4,0.0508,71.3,0.0264269,124.835
1250.0,8.4,0.0508,71.3,0.00529514,132.086
2500.0,4.0,0.2286,55.5,0.0042861999999999996,122.384
315.0,5.4,0.1524,31.7,0.00525474,125.741
4000.0,9.9,0.1524,31.7,0.0252785,111.459
2500.0,11.2,0.0508,39.6,0.015047799999999998,122.17
2000.0,3.3,0.1016,31.7,0.00251435,131.642
800.0,1.5,0.3048,39.6,0.00392107,128.83100000000002
315.0,22.2,0.0254,71.3,0.0214178,115.85700000000001
250.0,8.9,0.1016,39.6,0.012459600000000001,134.34
4000.0,3.0,0.3048,71.3,0.00425727,120.264
1600.0,9.9,0.1524,39.6,0.0233328,118.545
1250.0,6.7,0.1016,55.5,0.0052139,136.88299999999998
1250.0,0.0,0.1016,55.5,0.00131983,131.43
800.0,2.0,0.2286,71.3,0.00293031,128.216
1000.0,8.9,0.1016,39.6,0.012459600000000001,129.58
1000.0,4.8,0.0254,39.6,0.000907475,122.956
315.0,8.9,0.1016,39.6,0.012459600000000001,135.38
500.0,8.9,0.1016,71.3,0.0103088,138.523
315.0,19.7,0.0508,71.3,0.034118300000000004,121.235
800.0,5.4,0.1524,31.7,0.00525474,131.491
1600.0,0.0,0.3048,71.3,0.00266337,127.59100000000001
1600.0,4.8,0.0254,39.6,0.000907475,125.96600000000001
1000.0,3.0,0.3048,71.3,0.00425727,129.004
5000.0,1.5,0.3048,71.3,0.00336729,119.632
4000.0,12.7,0.0254,39.6,0.013025299999999998,126.537
3150.0,22.2,0.0254,71.3,0.0214178,124.12700000000001
2500.0,0.0,0.1016,71.3,0.00121072,132.595
800.0,22.2,0.0254,39.6,0.022902799999999997,137.076
400.0,7.3,0.2286,55.5,0.011170600000000001,135.924
315.0,12.3,0.1016,71.3,0.033779199999999995,137.06799999999998
5000.0,7.3,0.2286,55.5,0.011170600000000001,113.14399999999999
630.0,2.0,0.2286,55.5,0.00313525,126.84200000000001
1000.0,0.0,0.2286,31.7,0.0027238,130.595
8000.0,4.8,0.0254,31.7,0.0009307889999999999,127.008
1000.0,22.2,0.0254,71.3,0.0214178,134.247
1600.0,1.5,0.3048,39.6,0.00392107,122.211
1000.0,0.0,0.1016,71.3,0.00121072,128.825
3150.0,11.2,0.0508,71.3,0.014072,127.141
250.0,8.9,0.1016,71.3,0.0103088,134.533
4000.0,2.0,0.2286,71.3,0.00293031,124.086
2500.0,9.5,0.0254,71.3,0.00420654,135.95600000000002
1250.0,1.5,0.3048,71.3,0.00336729,125.87200000000001
800.0,15.6,0.1016,39.6,0.0528487,118.964
630.0,5.4,0.1524,71.3,0.00401199,128.971
630.0,12.3,0.1016,55.5,0.0368233,124.244
200.0,11.2,0.0508,39.6,0.015047799999999998,125.01
1600.0,15.6,0.1016,39.6,0.0528487,114.554
4000.0,9.5,0.0254,31.7,0.00461377,126.736
6300.0,3.0,0.3048,55.5,0.00452492,115.679
6300.0,5.4,0.1524,39.6,0.00485029,116.677
1600.0,0.0,0.2286,31.7,0.0027238,125.625
2000.0,2.0,0.2286,71.3,0.00293031,126.896
630.0,9.9,0.1524,55.5,0.0208438,127.315
1250.0,4.0,0.2286,55.5,0.0042861999999999996,131.264
12500.0,1.5,0.3048,39.6,0.00392107,106.111
8000.0,3.0,0.3048,55.5,0.00452492,113.79899999999999
6300.0,4.0,0.3048,71.3,0.00497773,116.165
1250.0,11.2,0.0508,39.6,0.015047799999999998,130.05
10000.0,0.0,0.0254,55.5,0.00041229,134.563
5000.0,5.3,0.2286,71.3,0.0051942,118.05
1250.0,2.0,0.2286,71.3,0.00293031,128.816
400.0,15.6,0.1016,39.6,0.0528487,120.484
200.0,7.3,0.2286,71.3,0.010440399999999999,138.75799999999998
1250.0,4.2,0.0508,39.6,0.00152689,128.42700000000002
12500.0,1.5,0.3048,71.3,0.00336729,109.22200000000001
1250.0,0.0,0.3048,55.5,0.00283081,126.086
2000.0,15.6,0.1016,71.3,0.0437259,119.88799999999999
6300.0,15.4,0.0508,39.6,0.0282593,109.663
5000.0,9.5,0.0254,71.3,0.00420654,131.186
800.0,2.0,0.2286,55.5,0.00313525,128.49200000000002
1250.0,0.0,0.2286,39.6,0.00253511,129.395
2500.0,0.0,0.2286,55.5,0.00229336,126.54
8000.0,0.0,0.3048,39.6,0.00310138,114.779
2500.0,12.3,0.1016,39.6,0.0408268,113.315
10000.0,1.5,0.3048,71.3,0.00336729,113.492
5000.0,4.0,0.2286,39.6,0.00473801,117.649
2500.0,0.0,0.1016,39.6,0.00146332,132.611
315.0,7.2,0.1524,39.6,0.00909175,130.558
2500.0,2.0,0.2286,39.6,0.00346574,121.397
400.0,7.3,0.2286,39.6,0.0123481,132.039
5000.0,0.0,0.3048,71.3,0.00266337,121.301
10000.0,2.0,0.2286,71.3,0.00293031,113.086
315.0,7.3,0.2286,55.5,0.011170600000000001,136.284
1250.0,7.3,0.2286,31.7,0.0132672,120.509
1250.0,3.3,0.1016,39.6,0.00245138,133.211
800.0,0.0,0.1524,39.6,0.00193287,127.90299999999999
20000.0,0.0,0.0254,71.3,0.00040068199999999997,123.21700000000001
630.0,11.2,0.0508,39.6,0.015047799999999998,133.13
1600.0,12.6,0.1524,39.6,0.058411300000000006,110.78
500.0,9.5,0.0254,39.6,0.00449821,123.89399999999999
200.0,8.9,0.1016,71.3,0.0103088,133.503
500.0,7.3,0.2286,71.3,0.010440399999999999,136.798
5000.0,0.0,0.0254,71.3,0.00040068199999999997,136.83700000000002
800.0,0.0,0.1016,55.5,0.00131983,127.92
1250.0,0.0,0.0508,55.5,0.00076193,127.07600000000001
16000.0,0.0,0.0254,55.5,0.00041229,125.68299999999999
1000.0,0.0,0.0508,39.6,0.000791822,127.63799999999999
4000.0,12.6,0.1524,71.3,0.0483159,108.03399999999999
5000.0,0.0,0.0508,71.3,0.000740478,134.43
1000.0,8.4,0.0508,39.6,0.00566229,130.195
1000.0,7.2,0.1524,39.6,0.00909175,128.338
400.0,0.0,0.2286,55.5,0.00229336,121.66
5000.0,0.0,0.1524,71.3,0.0015988,126.45700000000001
1000.0,9.9,0.1524,31.7,0.0252785,122.149
4000.0,0.0,0.1016,71.3,0.00121072,130.935
630.0,15.4,0.0508,31.7,0.028985300000000002,124.685
1250.0,12.3,0.1016,39.6,0.0408268,121.165
500.0,0.0,0.3048,55.5,0.00283081,126.416
630.0,2.0,0.2286,31.7,0.00372371,129.05700000000002
10000.0,0.0,0.0254,39.6,0.00042846400000000004,133.376
1250.0,7.3,0.2286,39.6,0.0123481,123.189
5000.0,4.2,0.0508,71.3,0.00142788,132.828
1000.0,12.7,0.0254,71.3,0.012180799999999999,131.69799999999998
5000.0,7.3,0.2286,71.3,0.010440399999999999,115.29799999999999
315.0,7.2,0.1524,71.3,0.00752039,128.713
1000.0,9.5,0.0254,71.3,0.00420654,129.556
315.0,17.4,0.0254,55.5,0.016570599999999998,111.911
250.0,12.6,0.1524,71.3,0.0483159,129.744
1600.0,0.0,0.1016,39.6,0.00146332,133.261
500.0,15.4,0.0508,55.5,0.0271925,127.22
1600.0,8.9,0.1016,71.3,0.0103088,128.763
4000.0,22.2,0.0254,71.3,0.0214178,123.917
315.0,17.4,0.0254,39.6,0.0172206,115.14399999999999
5000.0,8.9,0.1016,71.3,0.0103088,116.723
8000.0,7.2,0.1524,39.6,0.00909175,111.588
2000.0,9.5,0.0254,31.7,0.00461377,130.496
500.0,4.0,0.3048,71.3,0.00497773,130.715
3150.0,0.0,0.1524,31.7,0.00209405,124.20700000000001
2500.0,11.2,0.0508,71.3,0.014072,130.541
630.0,12.3,0.1016,71.3,0.033779199999999995,135.368
8000.0,15.4,0.0508,71.3,0.0264269,112.675
1000.0,5.4,0.1524,31.7,0.00525474,128.241
500.0,4.0,0.2286,39.6,0.00473801,127.039
5000.0,9.9,0.1524,39.6,0.0233328,111.135
500.0,4.0,0.2286,31.7,0.00509068,128.939
630.0,17.4,0.0254,39.6,0.0172206,124.514
4000.0,4.8,0.0254,39.6,0.000907475,134.996
8000.0,0.0,0.0508,39.6,0.000791822,128.518
1250.0,7.2,0.1524,71.3,0.00752039,132.513
6300.0,0.0,0.1016,39.6,0.00146332,125.631
1000.0,2.0,0.2286,31.7,0.00372371,130.30700000000002
500.0,3.0,0.3048,71.3,0.00425727,128.454
500.0,2.7,0.1524,39.6,0.00294804,121.009
1000.0,15.6,0.1016,39.6,0.0528487,119.22399999999999
250.0,7.3,0.2286,39.6,0.0123481,131.889
4000.0,0.0,0.1524,31.7,0.00209405,123.807
1250.0,22.2,0.0254,39.6,0.022902799999999997,126.446
250.0,12.7,0.0254,71.3,0.012180799999999999,119.698
2000.0,0.0,0.1016,71.3,0.00121072,132.095
315.0,2.0,0.2286,39.6,0.00346574,120.137
630.0,12.7,0.0254,71.3,0.012180799999999999,128.878
250.0,15.6,0.1016,71.3,0.0437259,132.158
1000.0,12.7,0.0254,39.6,0.013025299999999998,130.947
500.0,3.0,0.3048,55.5,0.00452492,128.179
800.0,8.4,0.0508,39.6,0.00566229,128.435
2500.0,6.7,0.1016,55.5,0.0052139,124.273
630.0,9.9,0.1524,71.3,0.019300099999999997,129.889
200.0,0.0,0.3048,39.6,0.00310138,118.12899999999999
1000.0,0.0,0.3048,71.3,0.00266337,125.20100000000001
4000.0,0.0,0.1524,55.5,0.00172668,127.23299999999999
10000.0,0.0,0.3048,71.3,0.00266337,115.391
1250.0,8.9,0.1016,39.6,0.012459600000000001,127.71
10000.0,0.0,0.1524,71.3,0.0015988,120.24700000000001
4000.0,8.9,0.1016,39.6,0.012459600000000001,116.22
400.0,1.5,0.3048,39.6,0.00392107,124.001
3150.0,4.0,0.3048,39.6,0.00579636,118.743
10000.0,4.8,0.0254,55.5,0.000873218,126.944
2500.0,8.9,0.1016,71.3,0.0103088,123.62299999999999
4000.0,9.5,0.0254,55.5,0.0043284,131.582
3150.0,0.0,0.2286,39.6,0.00253511,124.625
4000.0,2.0,0.2286,31.7,0.00372371,120.527
1600.0,3.3,0.1016,39.6,0.00245138,133.071
315.0,0.0,0.3048,39.6,0.00310138,122.779
400.0,9.9,0.1524,55.5,0.0208438,131.605
12500.0,0.0,0.0254,55.5,0.00041229,131.453
1250.0,0.0,0.1016,71.3,0.00121072,130.335
16000.0,0.0,0.1524,55.5,0.00172668,112.803
1000.0,5.4,0.1524,39.6,0.00485029,130.507
1250.0,15.4,0.0508,31.7,0.028985300000000002,123.255
3150.0,0.0,0.3048,55.5,0.00283081,123.236
400.0,15.4,0.0508,39.6,0.0282593,125.353
250.0,9.5,0.0254,39.6,0.00449821,116.92399999999999
5000.0,12.6,0.1524,71.3,0.0483159,108.03399999999999
2500.0,0.0,0.2286,39.6,0.00253511,125.025
2500.0,0.0,0.0254,55.5,0.00041229,130.07299999999998
6300.0,0.0,0.2286,39.6,0.00253511,117.465
500.0,0.0,0.1524,55.5,0.00172668,120.573
2000.0,9.5,0.0254,39.6,0.00449821,131.274
400.0,3.0,0.3048,31.7,0.00529514,125.398
1250.0,0.0,0.0254,31.7,0.000439472,127.947
2000.0,3.0,0.3048,71.3,0.00425727,125.524
3150.0,4.8,0.0254,39.6,0.000907475,133.436
2500.0,9.9,0.1524,31.7,0.0252785,114.729
2500.0,12.3,0.1016,55.5,0.0368233,117.054
250.0,7.3,0.2286,71.3,0.010440399999999999,139.918
12500.0,4.0,0.2286,71.3,0.00400603,114.258
500.0,22.2,0.0254,39.6,0.022902799999999997,129.776
1250.0,3.3,0.1016,55.5,0.002211,132.769
1250.0,4.0,0.2286,71.3,0.00400603,131.718
630.0,7.3,0.2286,71.3,0.010440399999999999,133.768
1250.0,5.4,0.1524,31.7,0.00525474,123.991
200.0,17.4,0.0254,71.3,0.016104,112.506
6300.0,0.0,0.0254,71.3,0.00040068199999999997,134.987
6300.0,0.0,0.0508,39.6,0.000791822,131.918
8000.0,12.7,0.0254,39.6,0.013025299999999998,120.60700000000001
1250.0,9.5,0.0254,71.3,0.00420654,131.656
2000.0,8.4,0.0508,39.6,0.00566229,129.965
2500.0,7.3,0.2286,55.5,0.011170600000000001,118.994
1250.0,2.7,0.1524,39.6,0.00294804,130.829
5000.0,15.4,0.0508,55.5,0.0271925,117.11
2500.0,15.4,0.0508,55.5,0.0271925,125.63
12500.0,2.7,0.1524,71.3,0.00243851,113.03399999999999
1600.0,3.0,0.3048,55.5,0.00452492,124.439
2000.0,3.0,0.3048,31.7,0.00529514,120.088
6300.0,17.4,0.0254,71.3,0.016104,119.916
8000.0,5.3,0.2286,71.3,0.0051942,114.9
8000.0,2.0,0.2286,71.3,0.00293031,115.99600000000001
4000.0,17.4,0.0254,31.7,0.017663099999999998,121.99600000000001
2500.0,0.0,0.1016,55.5,0.00131983,133.04
1250.0,1.5,0.3048,39.6,0.00392107,125.211
3150.0,4.0,0.3048,71.3,0.00497773,121.775
2500.0,0.0,0.0508,55.5,0.00076193,133.95600000000002
4000.0,7.3,0.2286,39.6,0.0123481,114.079
800.0,5.3,0.2286,71.3,0.0051942,133.48
3150.0,2.7,0.1524,71.3,0.00243851,127.054
800.0,4.0,0.2286,31.7,0.00509068,130.869
500.0,17.4,0.0254,55.5,0.016570599999999998,119.62100000000001
315.0,0.0,0.2286,31.7,0.0027238,120.595
500.0,4.0,0.3048,39.6,0.00579636,130.173
400.0,17.4,0.0254,55.5,0.016570599999999998,115.461
3150.0,12.3,0.1016,71.3,0.033779199999999995,120.79799999999999
500.0,0.0,0.1524,39.6,0.00193287,119.51299999999999
250.0,4.0,0.3048,71.3,0.00497773,126.395
400.0,9.9,0.1524,39.6,0.0233328,128.345
1000.0,8.9,0.1016,71.3,0.0103088,135.433
3150.0,3.0,0.3048,71.3,0.00425727,121.514
8000.0,4.2,0.0508,71.3,0.00142788,125.26799999999999
200.0,17.4,0.0254,55.5,0.016570599999999998,109.95100000000001
6300.0,5.4,0.1524,31.7,0.00525474,115.59100000000001
400.0,8.9,0.1016,39.6,0.012459600000000001,135.54
630.0,0.0,0.1016,39.6,0.00146332,125.40100000000001
630.0,4.0,0.2286,71.3,0.00400603,129.03799999999998
5000.0,3.0,0.3048,31.7,0.00529514,113.85799999999999
4000.0,0.0,0.2286,55.5,0.00229336,123.41
800.0,5.4,0.1524,71.3,0.00401199,131.281
8000.0,1.5,0.3048,39.6,0.00392107,112.251
400.0,12.6,0.1524,39.6,0.058411300000000006,115.91
3150.0,17.4,0.0254,71.3,0.016104,126.536
1250.0,3.0,0.3048,31.7,0.00529514,124.838
10000.0,4.2,0.0508,39.6,0.00152689,116.96700000000001
1600.0,2.0,0.2286,31.7,0.00372371,125.79700000000001
12500.0,0.0,0.1524,71.3,0.0015988,117.087
3150.0,0.0,0.1524,55.5,0.00172668,127.75299999999999
12500.0,0.0,0.0508,39.6,0.000791822,123.988
630.0,0.0,0.1524,39.6,0.00193287,124.40299999999999
6300.0,15.4,0.0508,55.5,0.0271925,112.93
630.0,0.0,0.1524,55.5,0.00172668,123.583
12500.0,0.0,0.0508,55.5,0.00076193,125.376
1600.0,7.3,0.2286,71.3,0.010440399999999999,125.728
500.0,5.4,0.1524,55.5,0.00433288,129.36700000000002
4000.0,4.2,0.0508,39.6,0.00152689,131.80700000000002
1600.0,12.3,0.1016,31.7,0.0418756,114.477
6300.0,3.0,0.3048,31.7,0.00529514,109.71799999999999
500.0,9.5,0.0254,31.7,0.00461377,126.88600000000001
800.0,3.0,0.3048,71.3,0.00425727,129.494
2000.0,0.0,0.1524,71.3,0.0015988,128.64700000000002
4000.0,0.0,0.0254,71.3,0.00040068199999999997,138.55700000000002
800.0,4.8,0.0254,39.6,0.000907475,120.766
3150.0,5.4,0.1524,31.7,0.00525474,118.291
10000.0,3.3,0.1016,39.6,0.00245138,115.321
400.0,15.4,0.0508,71.3,0.0264269,126.805
400.0,15.4,0.0508,31.7,0.028985300000000002,123.705
1250.0,3.0,0.3048,39.6,0.00495741,125.802
5000.0,0.0,0.2286,31.7,0.0027238,120.505
1250.0,2.0,0.2286,31.7,0.00372371,128.67700000000002
10000.0,0.0,0.1016,39.6,0.00146332,119.561
630.0,2.7,0.1524,39.6,0.00294804,125.809
2500.0,0.0,0.2286,31.7,0.0027238,123.445
2500.0,0.0,0.0254,71.3,0.00040068199999999997,133.707
2000.0,15.4,0.0508,71.3,0.0264269,129.285
1000.0,0.0,0.1016,39.6,0.00146332,130.781
3150.0,12.3,0.1016,39.6,0.0408268,113.055
400.0,9.9,0.1524,31.7,0.0252785,128.939
1250.0,19.7,0.0508,39.6,0.036483999999999996,118.634
1600.0,5.4,0.1524,71.3,0.00401199,133.241
10000.0,0.0,0.0508,71.3,0.000740478,128.74
3150.0,15.4,0.0508,71.3,0.0264269,125.715
1000.0,19.7,0.0508,39.6,0.036483999999999996,118.904
1250.0,12.6,0.1524,71.3,0.0483159,120.154
1600.0,3.0,0.3048,39.6,0.00495741,122.78200000000001
5000.0,4.0,0.3048,71.3,0.00497773,117.785
1250.0,9.5,0.0254,39.6,0.00449821,130.964
400.0,8.9,0.1016,71.3,0.0103088,138.123
4000.0,0.0,0.3048,55.5,0.00283081,121.10600000000001
315.0,9.9,0.1524,39.6,0.0233328,128.595
630.0,12.7,0.0254,39.6,0.013025299999999998,128.86700000000002
6300.0,9.5,0.0254,71.3,0.00420654,127.24600000000001
250.0,9.9,0.1524,31.7,0.0252785,128.559
630.0,3.0,0.3048,39.6,0.00495741,129.292
500.0,3.0,0.3048,31.7,0.00529514,127.54799999999999
3150.0,0.0,0.1016,39.6,0.00146332,130.961
12500.0,0.0,0.0508,31.7,0.000812164,119.07
5000.0,12.7,0.0254,39.6,0.013025299999999998,125.10700000000001
1000.0,5.4,0.1524,55.5,0.00433288,132.127
1000.0,5.3,0.2286,39.6,0.00614329,125.581
2000.0,0.0,0.1016,55.5,0.00131983,132.54
8000.0,4.8,0.0254,71.3,0.000848633,131.518
2500.0,3.3,0.1016,55.5,0.002211,132.889
4000.0,2.0,0.2286,39.6,0.00346574,120.227
800.0,17.4,0.0254,55.5,0.016570599999999998,123.09100000000001
3150.0,12.7,0.0254,39.6,0.013025299999999998,127.84700000000001
6300.0,2.0,0.2286,55.5,0.00313525,118.712
4000.0,3.3,0.1016,71.3,0.00202822,128.704
4000.0,12.6,0.1524,39.6,0.058411300000000006,104.5
3150.0,5.4,0.1524,55.5,0.00433288,121.587
3150.0,7.3,0.2286,39.6,0.0123481,114.309
2000.0,4.8,0.0254,55.5,0.000873218,125.054
500.0,4.8,0.0254,39.6,0.000907475,116.366
500.0,0.0,0.2286,31.7,0.0027238,126.675
1600.0,0.0,0.0508,31.7,0.000812164,131.01
3150.0,12.7,0.0254,71.3,0.012180799999999999,133.75799999999998
5000.0,5.4,0.1524,71.3,0.00401199,120.061
800.0,0.0,0.1524,55.5,0.00172668,126.713
1600.0,12.3,0.1016,55.5,0.0368233,121.824
3150.0,4.8,0.0254,31.7,0.0009307889999999999,134.268
3150.0,9.5,0.0254,55.5,0.0043284,133.252
2000.0,19.7,0.0508,71.3,0.034118300000000004,120.055
500.0,12.6,0.1524,39.6,0.058411300000000006,114.9
5000.0,0.0,0.0254,39.6,0.00042846400000000004,136.536
3150.0,4.0,0.2286,39.6,0.00473801,120.419
3150.0,15.6,0.1016,39.6,0.0528487,109.25399999999999
12500.0,0.0,0.3048,39.6,0.00310138,109.619
4000.0,4.0,0.2286,55.5,0.0042861999999999996,120.654
8000.0,0.0,0.0508,31.7,0.000812164,126.59
630.0,7.2,0.1524,39.6,0.00909175,133.19799999999998
2500.0,15.4,0.0508,31.7,0.028985300000000002,119.945
2500.0,4.8,0.0254,71.3,0.000848633,130.828
250.0,15.6,0.1016,39.6,0.0528487,124.64399999999999
315.0,12.6,0.1524,39.6,0.058411300000000006,116.02
5000.0,0.0,0.0254,31.7,0.000439472,138.607
1000.0,11.2,0.0508,71.3,0.014072,136.941
400.0,5.4,0.1524,31.7,0.00525474,127.781
315.0,9.9,0.1524,55.5,0.0208438,132.355
2000.0,3.3,0.1016,71.3,0.00202822,134.034
200.0,15.4,0.0508,55.5,0.0271925,122.94
800.0,2.7,0.1524,39.6,0.00294804,128.829
1600.0,4.0,0.2286,71.3,0.00400603,129.468
630.0,15.6,0.1016,71.3,0.0437259,122.288
2500.0,7.3,0.2286,71.3,0.010440399999999999,122.088
800.0,9.5,0.0254,31.7,0.00461377,130.746
3150.0,9.9,0.1524,39.6,0.0233328,113.525
3150.0,0.0,0.1524,71.3,0.0015988,129.377
6300.0,15.6,0.1016,39.6,0.0528487,104.204
1250.0,0.0,0.3048,39.6,0.00310138,125.499
6300.0,12.7,0.0254,39.6,0.013025299999999998,123.177
2500.0,22.2,0.0254,39.6,0.022902799999999997,121.306
800.0,0.0,0.1016,39.6,0.00146332,128.401
1600.0,7.3,0.2286,39.6,0.0123481,121.059
315.0,3.0,0.3048,31.7,0.00529514,123.118
1000.0,9.9,0.1524,39.6,0.0233328,123.835
3150.0,9.5,0.0254,39.6,0.00449821,129.934
630.0,15.6,0.1016,39.6,0.0528487,118.084
500.0,0.0,0.3048,31.7,0.00331266,127.315
6300.0,7.2,0.1524,71.3,0.00752039,116.603
4000.0,19.7,0.0508,71.3,0.034118300000000004,113.045
800.0,2.0,0.2286,31.7,0.00372371,130.30700000000002
200.0,17.4,0.0254,31.7,0.017663099999999998,116.146
12500.0,0.0,0.0254,31.7,0.000439472,128.977
800.0,0.0,0.2286,31.7,0.0027238,130.725
400.0,5.3,0.2286,71.3,0.0051942,127.7
1600.0,0.0,0.0254,39.6,0.00042846400000000004,124.156
800.0,15.4,0.0508,31.7,0.028985300000000002,125.555
2500.0,0.0,0.1524,31.7,0.00209405,125.867
10000.0,0.0,0.0508,31.7,0.000812164,122.45
6300.0,12.3,0.1016,39.6,0.0408268,107.985
800.0,0.0,0.0508,71.3,0.000740478,130.96
20000.0,0.0,0.2286,71.3,0.00214345,114.47399999999999
2000.0,4.8,0.0254,31.7,0.0009307889999999999,130.148
3150.0,0.0,0.1016,71.3,0.00121072,131.955
1000.0,4.2,0.0508,39.6,0.00152689,125.647
6300.0,9.9,0.1524,71.3,0.019300099999999997,112.039
2000.0,8.9,0.1016,39.6,0.012459600000000001,119.04
1600.0,0.0,0.0508,71.3,0.000740478,129.68
2500.0,0.0,0.0254,39.6,0.00042846400000000004,131.836
12500.0,0.0,0.1524,55.5,0.00172668,117.09299999999999
8000.0,4.8,0.0254,39.6,0.000907475,131.346
1600.0,0.0,0.1016,31.7,0.00150092,133.553
4000.0,15.4,0.0508,31.7,0.028985300000000002,115.635
8000.0,0.0,0.0508,71.3,0.000740478,130.89
6300.0,12.3,0.1016,55.5,0.0368233,110.124
6300.0,4.8,0.0254,55.5,0.000873218,135.164
3150.0,8.4,0.0508,55.5,0.00544854,128.40200000000002
3150.0,7.2,0.1524,39.6,0.00909175,111.818
3150.0,4.8,0.0254,71.3,0.000848633,133.378
1600.0,12.7,0.0254,39.6,0.013025299999999998,129.977
5000.0,12.3,0.1016,55.5,0.0368233,112.014
4000.0,9.9,0.1524,71.3,0.019300099999999997,115.079
2000.0,5.4,0.1524,55.5,0.00433288,128.707
4000.0,8.4,0.0508,31.7,0.00580776,118.10600000000001
500.0,4.8,0.0254,31.7,0.0009307889999999999,116.12799999999999
2500.0,3.0,0.3048,31.7,0.00529514,119.598
2500.0,4.8,0.0254,55.5,0.000873218,129.144
3150.0,9.9,0.1524,31.7,0.0252785,112.209
1000.0,4.0,0.3048,71.3,0.00497773,131.015
